timestamp,agent_id,state,pos_x,pos_y,pos_z,nodo_actual,nodo_siguiente,velocidad,tiempo_total,basuras_recolectadas
2024-11-18 16:50:12.573007,0,searching,0,0,0,0,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
2024-11-18 16:50:12.573007,0,searching,0,0,0,1,,0,0,0
