timestamp,agent_id,state,pos_x,pos_y,pos_z,nodo_actual,nodo_siguiente,velocidad
2024-11-18 09:43:19.422873,0,searching,100.00,0,-100.00,0,1,0.7
2024-11-18 09:43:19.422873,0,searching,100.00,0,-99.30,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-98.60,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-97.90,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-97.20,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-96.50,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-95.80,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-95.10,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-94.40,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-93.70,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-93.00,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-92.30,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-91.60,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-90.90,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-90.20,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-89.50,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-88.81,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-88.11,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-87.41,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-86.71,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-86.01,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-85.31,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-84.61,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-83.91,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-83.21,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-82.51,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-81.81,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-81.11,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-80.41,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-79.71,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-79.01,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-78.31,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-77.61,0,1,0.7
2024-11-18 09:43:19.423870,0,searching,100.00,0,-76.91,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-76.21,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-75.51,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-74.81,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-74.11,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-73.41,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-72.71,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-72.01,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-71.31,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-70.61,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-69.91,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-69.21,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-68.51,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-67.81,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-67.11,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-66.42,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-65.72,0,1,0.7
2024-11-18 09:43:19.424868,0,searching,100.00,0,-65.02,0,1,0.7
2024-11-18 09:43:19.424868,1,searching,100.00,0,-100.00,0,1,0.695
2024-11-18 09:43:19.424868,0,searching,100.00,0,-64.32,0,1,0.7
2024-11-18 09:43:19.424868,1,searching,100.00,0,-99.31,0,1,0.69
2024-11-18 09:43:19.424868,0,searching,100.00,0,-63.62,0,1,0.7
2024-11-18 09:43:19.424868,1,searching,100.00,0,-98.62,0,1,0.685
2024-11-18 09:43:19.425865,0,searching,100.00,0,-62.92,0,1,0.7
2024-11-18 09:43:19.425865,1,searching,100.00,0,-97.93,0,1,0.68
2024-11-18 09:43:19.425865,0,searching,100.00,0,-62.22,0,1,0.7
2024-11-18 09:43:19.425865,1,searching,100.00,0,-97.25,0,1,0.675
2024-11-18 09:43:19.425865,0,searching,100.00,0,-61.52,0,1,0.7
2024-11-18 09:43:19.425865,1,searching,100.00,0,-96.58,0,1,0.67
2024-11-18 09:43:19.425865,0,searching,100.00,0,-60.82,0,1,0.7
2024-11-18 09:43:19.425865,1,searching,100.00,0,-95.91,0,1,0.665
2024-11-18 09:43:19.425865,0,searching,100.00,0,-60.12,0,1,0.7
2024-11-18 09:43:19.425865,1,searching,100.00,0,-95.24,0,1,0.66
2024-11-18 09:43:19.425865,0,searching,100.00,0,-59.42,0,1,0.7
2024-11-18 09:43:19.425865,1,searching,100.00,0,-94.58,0,1,0.655
